x1,x2
254.21596342828195,226.96631888604372
-362.7446978477941,-370.9528670936684
290.9829147185907,-277.8262162158577
438.7957212430109,-437.1855149711453
-10.953963750845219,169.27994623913753
180.08510825952783,153.22320898854684
11.438709864884288,367.85874728862996
32.980525247943206,143.38356381830772
325.0482857128046,-272.0891761886845
-152.06064827910683,-118.35092188881788
463.16882365421907,316.21465341766907
-371.68719545797467,-115.11004314833684
-181.87848086618328,-242.01081167728864
-15.770206049644514,365.0525127095393
-279.3920991289142,-119.33974505496826
-453.62141507159794,-78.99331293323343
79.92138091272045,168.38900362199706
201.19768041526675,-25.820284573528056
-317.69909518532313,134.86136816265685
15.728805242289354,468.1244132737751
