y,cost
-798.693092286354,268.7758311682216
-1372.14702746374,981.3358037779461
-1254.5639547637354,463.7651117385463
-902.1098505836005,430.1377491687164
-149.26371706275268,1192.607547993074
-744.6406318401938,185.8442651327598
-799.3650369253285,170.5115983615772
-809.3818518898889,245.21457940216453
-863.8484327053305,615.1168525007184
-737.1036782569126,565.9268413008054
-782.9750553844849,534.2184249003943
-1128.3229340366725,688.8106772793976
-851.6507131629411,595.1285671198658
-906.6069372267655,947.9268339161094
-501.27710404064703,854.1150597616794
-962.8855784264917,84.4006296493295
-1108.109099058919,511.87126506695614
-1257.0906507718478,369.47452567303844
-599.8266551229792,1057.3580421111806
-626.53830177228,918.8713169059133
