x1,x2
-70.3773857282626,-82.32040267299942
-97.40670293186827,-161.42891496014397
206.20166301299696,179.76340765865154
-261.0601973078998,-339.6123925063226
33.95664426572273,-206.75598366581136
-395.034416724538,-461.36962335549646
359.0438020466652,-494.53836550003473
155.4154230923657,-468.72702445149883
181.56494073922977,136.397887550291
257.71316277135975,72.96881516402857
59.007346107874014,113.02972096224426
259.1929893535994,-61.441578123584065
167.7305448150529,305.858436778595
429.90274410611676,-27.766451493810052
-493.71507222826784,352.8987897860213
-106.75384831845793,64.99457702726045
-198.11331495185834,389.99960633154365
-34.47212052077231,-491.17657692589836
470.7683399996647,170.21969167892496
399.9580572639667,107.67862076822246
