x1,x2,x3,x4
8.677679120674131,-7.909308590682142,-6.2378065255341975,-6.983006374449795
-1.3414309170142218,9.607814518516594,-6.627067546595031,0.12439738450614968
-3.5113902239776102,1.167370491121032,4.7602105515661846,4.188620501537992
7.668132512277706,8.506523387304338,5.062720279958036,3.5646203961456564
0.6279810692301719,7.092362909313579,-9.649143516097679,-4.869578237721715
-0.3503503503503502,-9.45945945945946,-8.85885885885886,8.018018018018019
-9.7997997997998,-9.67967967967968,-9.97997997997998,-9.85985985985986
-8.85885885885886,-7.957957957957958,9.17917917917918,-9.23923923923924
9.17917917917918,-7.637637637637638,9.07907907907908,-8.8988988988989
2.5525525525525516,3.0730730730730738,3.5135135135135123,-8.93893893893894
-0.19019019019019012,-9.95995995995996,2.4524524524524516,-2.5925925925925934
-9.33933933933934,0.6706706706706704,-3.0330330330330337,-8.91891891891892
-7.5375375375375375,5.355355355355355,7.157157157157158,-9.2992992992993
8.83883883883884,1.971971971971973,-6.116116116116116,-9.5995995995996
8.677679120674131,-7.909308590682142,-6.2378065255341975,-6.983006374449795
-1.3414309170142218,9.607814518516594,-6.627067546595031,0.12439738450614968
-3.5113902239776102,1.167370491121032,4.7602105515661846,4.188620501537992
7.668132512277706,8.506523387304338,5.062720279958036,3.5646203961456564
0.6279810692301719,7.092362909313579,-9.649143516097679,-4.869578237721715
-0.3503503503503502,-9.45945945945946,-8.85885885885886,8.018018018018019
-9.7997997997998,-9.67967967967968,-9.97997997997998,-9.85985985985986
-8.85885885885886,-7.957957957957958,9.17917917917918,-9.23923923923924
9.17917917917918,-7.637637637637638,9.07907907907908,-8.8988988988989
2.5525525525525516,3.0730730730730738,3.5135135135135123,-8.93893893893894
-0.19019019019019012,-9.95995995995996,2.4524524524524516,-2.5925925925925934
-9.33933933933934,0.6706706706706704,-3.0330330330330337,-8.91891891891892
-7.5375375375375375,5.355355355355355,7.157157157157158,-9.2992992992993
8.83883883883884,1.971971971971973,-6.116116116116116,-9.5995995995996
