y,cost
-13.651645405392587,273.3835279339627
-12.184159321658216,135.39709907863062
-5.703057804508702,130.11965378062195
-16.329342176241894,163.03058349666594
-16.358095685967168,248.46918861184503
-11.072699036312049,246.95489610988588
-11.23876234061507,298.4505092955195
-15.270400376227819,258.48642764141744
-12.657169344664265,203.31537416038438
-10.654781380168039,287.87993872494894
-13.651645405392587,273.3835279339627
-12.184159321658216,135.39709907863062
-5.703057804508702,130.11965378062195
-16.329342176241894,163.03058349666594
-16.358095685967168,248.46918861184503
-11.072699036312049,246.95489610988588
-11.23876234061507,298.4505092955195
-15.270400376227819,258.48642764141744
-12.657169344664265,203.31537416038438
-10.654781380168039,287.87993872494894
