x1,x2,x3,x4
2.3593541438384342,-8.21091234511937,-6.967398952477843,-1.4515033054991804
-5.3535021811128285,-8.010409901034997,-3.6259959651385714,-0.31303968561372564
-5.380635375735208,-9.12561142488209,-5.135848218063421,6.916120346544878
4.096720691686448,-1.2651180860191291,9.587927197416304,-9.879190122501829
-9.467381633720402,7.727236345123372,9.379846147669756,-0.08989797874772343
-8.65865865865866,7.477477477477478,-8.058058058058059,-8.398398398398399
-9.75975975975976,-9.2992992992993,8.75875875875876,-6.376376376376376
-8.91891891891892,4.314314314314313,-4.574574574574575,4.594594594594595
-9.57957957957958,-3.153153153153153,5.015015015015013,6.936936936936938
-7.717717717717718,1.531531531531531,2.7127127127127117,-9.87987987987988
-7.997997997997998,-4.134134134134134,-6.356356356356356,-9.31931931931932
-7.917917917917918,8.91891891891892,5.715715715715717,9.75975975975976
-3.293293293293294,-2.972972972972973,5.7757757757757755,-0.9709709709709706
-9.6996996996997,9.87987987987988,9.33933933933934,-9.87987987987988
-4.074074074074074,9.23923923923924,-1.3713713713713709,-3.693693693693694
-4.314314314314315,1.651651651651651,-9.55955955955956,-1.751751751751753
-4.694694694694695,3.493493493493494,3.313313313313312,4.074074074074074
-9.55955955955956,0.19019019019019012,-2.6726726726726726,-2.012012012012012
-9.53953953953954,-8.71871871871872,-0.4504504504504503,-7.157157157157157
-7.617617617617618,-1.7317317317317311,-8.458458458458459,9.4994994994995
2.3593541438384342,-8.21091234511937,-6.967398952477843,-1.4515033054991804
-5.3535021811128285,-8.010409901034997,-3.6259959651385714,-0.31303968561372564
-5.380635375735208,-9.12561142488209,-5.135848218063421,6.916120346544878
4.096720691686448,-1.2651180860191291,9.587927197416304,-9.879190122501829
-9.467381633720402,7.727236345123372,9.379846147669756,-0.08989797874772343
-8.65865865865866,7.477477477477478,-8.058058058058059,-8.398398398398399
-9.75975975975976,-9.2992992992993,8.75875875875876,-6.376376376376376
-8.91891891891892,4.314314314314313,-4.574574574574575,4.594594594594595
-9.57957957957958,-3.153153153153153,5.015015015015013,6.936936936936938
-7.717717717717718,1.531531531531531,2.7127127127127117,-9.87987987987988
-7.997997997997998,-4.134134134134134,-6.356356356356356,-9.31931931931932
-7.917917917917918,8.91891891891892,5.715715715715717,9.75975975975976
-3.293293293293294,-2.972972972972973,5.7757757757757755,-0.9709709709709706
-9.6996996996997,9.87987987987988,9.33933933933934,-9.87987987987988
-4.074074074074074,9.23923923923924,-1.3713713713713709,-3.693693693693694
-4.314314314314315,1.651651651651651,-9.55955955955956,-1.751751751751753
-4.694694694694695,3.493493493493494,3.313313313313312,4.074074074074074
-9.55955955955956,0.19019019019019012,-2.6726726726726726,-2.012012012012012
-9.53953953953954,-8.71871871871872,-0.4504504504504503,-7.157157157157157
-7.617617617617618,-1.7317317317317311,-8.458458458458459,9.4994994994995
