x1,x2
-122.03164547157928,-225.63114232215588
349.37070845408107,147.5123480576907
-425.2536050380351,398.9076878006656
105.74785460618898,199.98823237329566
371.5481394597965,-449.1714289192079
-443.13720571920135,-7.828858961361334
-118.80985597427673,206.12676716520377
461.78816342401274,-426.0002805818622
-105.55393506579571,314.65621195626056
340.07038932478963,-234.19525986583636
34.943137014847935,234.46360916789524
329.8783268996941,398.63520080313685
403.9686957360683,-242.51225175292888
-323.74893619890776,492.1366633144096
-132.85971029311492,-10.347540285428295
-328.5538325345558,-97.77671497576125
-350.98149757072173,190.44843333835047
371.11566126257594,428.6322663187965
-92.07197048877379,443.4153583303281
-263.22235964779907,-149.57667346650902
