x1,x2
-567.8730436009198,-416.6658986451838
328.8365294162934,-480.1191886108059
99.94258111307181,502.4292152908474
220.89479993349528,-544.8903480381291
432.344353203649,-539.8664099683525
335.0139257356061,-5.955462271027386
557.6445976926648,-25.76311541452162
-3.974533897482729,205.02714038744057
1.696896106029726,-168.43090080328642
19.716038974426397,-276.33600253951784
-335.98115244433507,344.26828497808754
-517.6222917045444,-474.953451761598
211.74461968203423,319.1989713459152
-400.58835653517355,-132.30810571330863
-313.7835872176738,-245.17686630385083
-432.86667442874796,193.0476237927013
-573.2274998484278,406.74603275730533
469.90702861744217,506.85175164835505
318.0130453760445,-115.83595113448331
-433.3876055012843,380.43726127432956
