y,cost
-41.03386043149178,77.94709464024209
-10.627737724265895,78.79302741641203
-76.05979144134818,31.68930889134164
-21.496599328288426,63.764987092047285
-14.200748419405677,94.1374264076361
-104.5788407980743,162.3112147971124
-70.47579357128033,130.8709865078177
-102.62598390052025,145.28951230973135
-18.845343613078498,68.63511637005415
-96.44889717032943,149.07967678639517
-64.78532865248079,45.84866209480512
-8.868217139587458,97.523418482272
-39.289730373505805,103.36027822758803
-112.30365315619007,36.038975323911636
-55.66725397616256,87.57721510543126
-5.33388464846749,101.32045633587143
-91.16419381971146,132.972491684246
-15.266669500428032,66.45869815934208
-50.61081356418852,89.52525730143054
-17.02358530342654,126.60618354997933
