x1,x2
1.0164987722564547,500.73889305246234
579.4983291320448,455.71621511556623
-209.11899700324528,578.7107510014198
103.56697479721254,-478.84767079174355
-37.41075768155554,-301.5179752907782
-394.4998844802442,-309.6793201088457
272.92834826217893,585.4896181834263
-191.839411163278,265.55041082101604
-203.82615968081723,-7.447065300614554
-549.5965167449749,-507.20054498476645
222.7301237376987,581.1149843479734
-40.09091562543165,458.4070858441478
-258.05331648793646,341.51583532001575
332.43999524669516,-507.1686141134717
-419.1303881417057,580.0198585666628
-316.21416559169654,-321.165335173678
-409.0439340831635,-557.1547541892918
293.48952684155404,-477.1234372791642
-74.61713105690137,77.95324234559723
-197.75556184188383,-309.40730998525555
