y,cost
-42.87061442688591,30.236980267477804
-16.093110911342897,137.11153969288767
-47.48307612091258,214.5703123820182
-49.20548546781396,227.73501001682126
-71.3419382444378,24.957001868541365
-97.72980882600288,129.59302944997927
-3.2281522078681597,318.8668369993209
-120.4354752155008,159.10591070500232
-4.633575581350509,121.7817664474756
-203.62957512343786,157.34991376969316
-58.62437288040056,143.30235744748686
-25.909527026353928,289.39805915583736
-8.066597468854788,305.5269711307503
-10.903974026674069,168.1628297294387
-90.75524969027367,31.83541205922922
-12.983074293856463,56.54633935390197
-21.516713679630456,243.29623867841417
-2.0039734072671367,104.78613382214368
-62.40304366525375,321.9027889878573
-19.757086801806803,28.630118102017942
