x1,x2
5.465046366863811,0.2814056323123132
7.0844019688337205,2.2227970738865754
5.994838807576478,8.008417468767924
2.057865847417901,4.0933855635481455
-3.752390248303135,10.573577550005746
5.408273361363854,11.23184297113904
-3.4172997442363693,7.196581494445908
-3.234250316485196,8.39893808204308
-3.814786180937558,0.8883871844632196
6.179287463011633,11.265944685913034
3.6153069258442585,4.512808413255575
1.8838325388271242,2.2820544433387173
0.37106502913363215,8.785566144393512
2.7799693046964,11.398553185013947
9.280444370346332,7.781330295903636
7.005843080602316,12.887501523709961
9.396867311694715,2.2062717090216672
7.313430892958118,13.106961507473056
-0.5584427207718603,1.0975117924483153
3.9028611500781913,7.9900051820647215
