y,cost
1.5613821379212407,206.9229171093017
0.3221392141074335,135.44234564548952
1.11338099099333,163.95913164709896
1.9542847550346376,107.34989343682231
1.1820997169411036,101.06757443955163
2.989562199973899,58.866894059736644
1.3786596467373011,198.30764088928137
0.8899621194537866,87.80736805655027
1.673625884160194,106.19245177864494
2.1072880603107995,166.59923812453178
1.0900830670306392,176.4435244961005
0.9479525743461791,55.814814814814824
0.15998291817423507,62.572572572572575
0.5856884873178267,64.45845845845847
1.4505070579692567,63.829829829829826
0.4407565721695727,82.84584584584584
0.3176188235446527,67.91591591591592
0.027587238634336715,65.08708708708708
1.3760457891142028,50.47147147147148
1.6156959976293988,62.729729729729726
1.204308632401598,52.04304304304304
0.07341807507941127,62.886886886886884
0.056099487144145484,81.27427427427428
0.8950769418853335,57.386386386386384
0.6654131850497857,50.314314314314316
0.7294829660715554,55.5005005005005
1.0532283206460944,54.87187187187188
0.03434014541686304,70.11611611611612
0.9942484969394052,62.41541541541542
0.4766540374772941,56.286286286286284
0.8523379835430206,53.928928928928926
0.6956341119563816,56.286286286286284
1.5613821379212407,206.9229171093017
0.3221392141074335,135.44234564548952
1.11338099099333,163.95913164709896
1.9542847550346376,107.34989343682231
1.1820997169411036,101.06757443955163
2.989562199973899,58.866894059736644
1.3786596467373011,198.30764088928137
0.8899621194537866,87.80736805655027
1.673625884160194,106.19245177864494
2.1072880603107995,166.59923812453178
1.0900830670306392,176.4435244961005
0.9479525743461791,55.814814814814824
0.15998291817423507,62.572572572572575
0.5856884873178267,64.45845845845847
1.4505070579692567,63.829829829829826
0.4407565721695727,82.84584584584584
0.3176188235446527,67.91591591591592
0.027587238634336715,65.08708708708708
1.3760457891142028,50.47147147147148
1.6156959976293988,62.729729729729726
1.204308632401598,52.04304304304304
0.07341807507941127,62.886886886886884
0.056099487144145484,81.27427427427428
0.8950769418853335,57.386386386386384
0.6654131850497857,50.314314314314316
0.7294829660715554,55.5005005005005
1.0532283206460944,54.87187187187188
0.03434014541686304,70.11611611611612
0.9942484969394052,62.41541541541542
0.4766540374772941,56.286286286286284
0.8523379835430206,53.928928928928926
0.6956341119563816,56.286286286286284
