x1,x2
4.1674424089645505,1.4134849554418576
7.60195503898348,-3.3239406505243885
-6.838410320804497,-0.8968503117882438
3.5825787281446093,8.86974512686789
-4.581830525599648,-4.242635264616384
-4.502440249235797,-9.04712345107584
0.5768342960720751,6.946202544775595
4.806711506463943,-2.0418317340251546
-1.1410774864829047,-5.344832553700842
-4.5209312365546905,-5.088950805268366
8.528452640319873,-5.124257712698799
-6.799366760919206,-3.505063544209981
-8.108309655581396,-1.6963263657595302
8.193132700813862,0.11705326575295416
-4.001074852368576,-0.5238261694404418
2.5611796023922384,8.12891517040391
6.9662888022074085,0.8353399545900171
3.8887918983263408,3.6304619813806234
-1.483077869328639,6.749411324696876
1.9463363726429286,1.9309803201379143
