x1,x2
-1.9543618094942303,169.37415746221052
467.4173962342427,107.9828846661411
481.96246061028955,171.43827805912235
-351.7111606150859,-473.25202246067806
230.45997023375935,447.03263926373484
456.2476979066821,-214.16056948633002
-355.80165875534965,141.97378691821154
-342.67994219559046,165.1870035853732
-203.02128489579525,-69.07777484772919
-269.92112928195695,-318.74454228301727
291.61758181702623,-264.87881578595557
248.73937648217384,-55.31358306848483
374.9649727665135,-458.17769712441293
-235.26283960154012,-415.8936044366824
374.49826083994765,-454.5247806275198
357.5748834440267,-140.99789863342755
-444.3417679035516,-203.92649228032064
-2.8644636097394596,-47.12313720585598
149.84184596297655,-447.4532932427551
-103.01540419390653,331.67190645189953
