y,cost
238.53503368516638,44.59199166056564
83.02760699537242,66.56434294796253
-67.09336091863453,23.796480389682507
-173.39585259321575,49.37179628062612
-504.8048540427494,24.27647960386393
-302.057621237764,23.651921644208116
361.12057323863434,24.321967974632933
402.80505279305646,34.86672791372007
185.45263493974193,58.10165587576441
-130.49413063860266,55.35011442442411
88.76311159429673,44.94674716389045
-116.2476378142951,39.81663549107056
-7.062681011110072,33.76314457393372
43.00685773932457,50.204570861944774
347.66094253894124,74.8503332816191
301.19907346283685,40.56611652804971
467.4950813734139,63.46832968718434
208.82514783406862,73.56216557628065
137.3052528470036,37.46233416983506
-462.5481509479125,19.075494065510128
