x1,x2
402.9724817622506,212.97853546289684
-264.65147059062883,-258.6061883170329
-510.69653390671783,264.58995465118426
373.5574356482209,-386.25546266095216
-66.32420539125826,-264.27978366247464
378.79821520832695,146.2808385894399
173.83302036174837,-388.20251373776
511.1369106075256,389.82374841261014
-13.187119158526798,87.00122199716861
-287.6292848314067,-82.28260038275039
-175.32836501340478,396.61168648062903
320.92374734793736,257.85505050950235
-412.6315892884454,325.5219823592314
125.98256255321587,424.1228252607235
224.3919390631121,-340.6357668177833
236.05132417176048,270.6482303768622
-452.1546661421961,164.18254423494147
506.67234393490844,410.26364874502076
-429.88680205279957,-497.84188863358315
393.0909281220096,-41.016123166431726
