y,cost
-7.525235345583043,37.95887867986413
-31.57884104574358,437.9462582237848
-128.70489150550407,861.6356643806807
-31.010415579465903,250.765320962593
-161.71859457922784,936.1515635166758
-186.16861679902155,165.65632054414965
-77.82769016635653,161.67798388081522
-44.48852477289276,304.02201313516684
-138.55560526936367,855.3490502832956
-21.769876080701316,345.37444039345513
-18.642679135436996,485.9733414123121
-39.943521969774565,252.85187542621222
-14.17688429477274,802.4558896417043
-6.647335219422896,30.54917025063585
-42.182826099642355,534.7487490469517
-143.48015003168808,873.24694876267
-33.75786367290145,789.0954447712362
-17.99145140083683,343.44078834848614
-19.90740160659923,237.43210948562032
-16.390620113994842,939.0028046970111
