x1,x2,x3
0.8964584002528987,0.6311652547001027,0.8195656962945679
0.9811061701252969,0.5770756975193486,0.8864944863929447
0.8665578124765133,0.6153715748383374,0.10454408176450214
0.6673080873466315,0.9292376224736542,0.22610989430170614
0.4003645871650313,0.5603443119359945,0.0836625071541911
0.22856179755520767,0.6524015692616842,0.3541424153638588
0.6324892536546004,0.6711678802430888,0.6064757647874572
0.5424527693780012,0.4921092590256049,0.09661305116930208
0.9748036403006224,0.06575035700703269,0.5621222358818505
0.5397343903989473,0.6680343229184957,0.8026614555713978
0.20369411757039035,0.6820523056819717,0.42689350481704713
0.5327526098520498,0.04816222233524203,0.9253954324849673
0.37910843876031053,0.35113436050838354,0.5431901573865046
0.07687040972997072,0.8048634749723717,0.9801828245776274
0.44007043430521786,0.010087961888858077,0.8398969376021959
0.7970357379408695,0.9589384526232393,0.7066079105096815
0.9479631214867938,0.6096594664677174,0.3551978647310675
0.9126166242797618,0.4014523337600989,0.48458102006961845
0.16611544204707784,0.5464972555497976,0.3349050051137452
0.7609085014632861,0.1363639544361186,0.4388972903545888
0.019835056363862624,0.8850364230288854,0.8017251273400545
0.40341840635548654,0.841094907078653,0.909553527875032
0.23080431676083002,0.8214079823324851,0.40400247196904493
0.6432631555914323,0.202419675943455,0.9252068059462657
0.2657784672053032,0.5608802334748014,0.43849845110466446
0.858128752393958,0.1078495476818554,0.6134093983146297
0.647274906785322,0.43088623168645035,0.4628883641206495
0.9652210264191176,0.8286930801686294,0.3074939776073292
0.7560195862327592,0.18146167906443933,0.011260495260894232
0.5202184933053207,0.2063926330074266,0.1729987344434024
