x1,x2,x3
0.30120290075066214,0.7007751510938858,0.3467115597861311
0.6170644195604776,0.11580589904949401,0.4619775082194285
0.9347741177387752,0.2925882795528916,0.04562125591158894
0.4495991828057093,0.6532627701902404,0.9288280968259591
0.131507507110459,0.6860506659838086,0.7745643878795128
0.2776343294710051,0.2359111193952722,0.46550442405753345
0.5056941592536011,0.7536825909526926,0.6325138472329657
0.6469002703476656,0.12435347448208389,0.3382916960477742
0.5718617046646892,0.6127634612121363,0.00043412030850265015
0.47647345856411927,0.5637137117031011,0.9533174260799542
0.241264791184851,0.9202984860728797,0.2830094425725137
0.9647995799520414,0.728568029177375,0.7040362208942841
0.34970320619094986,0.5193009392465776,0.4856987312484622
0.19214868447196365,0.7765031712370789,0.6225088402448685
0.06179483828068044,0.3407410879949839,0.4360792596165366
0.8870778304047859,0.3942053707676262,0.4797300436516375
0.782560335540678,0.8813066187826598,0.7561367541260503
0.788675794160411,0.04228568501806518,0.2948812399414452
0.739008905670046,0.7975922482228031,0.9325031598534107
0.4721170486919919,0.3823201270738643,0.976907105409041
0.900355437391849,0.5619660127848908,0.22659939798968476
0.20834291111133607,0.13504986994630874,0.8416634869326766
0.9572380155187014,0.7522338139182179,0.05983055932897119
0.17365042362946637,0.02145916932054792,0.467649499117069
0.06266364622625398,0.7976280954693333,0.997234479021098
0.1651988939319804,0.3158888259516577,0.6903654348274251
0.3387988065973443,0.6616047201891682,0.5002049195437387
0.880633206878364,0.16208440925088474,0.8642651842593058
0.048907632348501706,0.9799451185621616,0.6329525337801519
0.3267870339868387,0.2612109003976446,0.2749532348612267
