x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.991821524611538,2.1585147104719917,1.6076267624252614,0.007831613889404605,0.4332617509127953,0.8001684976930183,1.3156926137322875,1.428644057266054,1.4945551081073771,0.6062006800639622
1.8241216443089812,2.441958931188621,1.550044465408359,2.3978276278715227,2.8487088206908657,2.3499043948240153,2.213864620183552,1.3000828758627516,3.0536990880506414,2.2919368370176127
0.523974529585542,1.4030564199427478,2.895499582084452,0.7725154264668836,1.2078489780529953,0.2137625551031104,2.263396614359988,2.300322148923731,0.4830599653785859,1.321758241907325
0.9129372891317771,1.6664008743413088,0.673346135847202,1.5755326965785434,2.3206565907788907,2.966190764514456,2.584207372917953,2.7338421464321616,2.841275510277493,1.2892398750468568
1.917909267506297,1.2421760326153133,2.140137519818556,2.181699948500359,0.8574023685179342,0.8082444237912589,0.8267710893802557,2.0923892890718294,1.3925848130518736,1.5935793247302454
0.5395797012826062,2.5227843024259626,1.5235471713697575,0.7449852494314055,1.0872589047501282,2.4097580495229534,0.9298403371882697,1.6122052239803095,1.830638701739958,1.451590913826488
1.596649835914253,2.5967155985501815,1.7731217207471723,3.0810083213274515,1.7942777682231545,1.179178357407567,1.5401349361184107,2.486187377343196,2.4627289165924924,0.6073582860658767
1.5959059422251745,1.5643484002828678,1.7225814824887118,2.013643744842686,1.9907714906516014,0.6251437681669494,2.3054774471966613,0.8170165919324086,2.1266969594846947,2.087169656362036
0.5730106011402617,0.6129524102962629,0.6973204672183976,2.4085848242349504,3.1373139003520754,2.738260127912872,1.1730137911238605,1.6841939335191687,0.9177010291751027,2.067820146765151
0.7696447956861643,0.32636639290563035,1.8808517781953107,0.22733926751309663,0.06300806699359227,2.0401575013647917,2.426284284559443,2.8697276307337787,2.7841312277099983,0.6361191519880696
1.6218756289231526,1.4988872414304562,2.7076028420156915,2.3528434824259605,2.4887610007784535,1.8945724245964468,1.2604292861707838,0.2724821388808471,0.47497593180045433,1.851776984271283
