x1,x2,x3,x4,x5,x6
0.7006894384759248,-0.8508559101876128,0.06551211447148808,0.8958842927425741,0.24016490128638399,0.3782925355277891
-0.12676523700321196,0.3379063503524009,-0.9004169942449058,-0.6883911044597315,0.8210855276038489,-0.4419469104734672
0.4880252409962396,0.20011327217698005,-0.18780144199947515,0.7406451675932724,0.6730581692014368,0.07188812029529812
-0.8205594305637218,0.6493551337878005,0.1885183420390959,-0.9689175296000692,0.3436602069798951,0.4835797545149108
-0.4155973614007009,0.5391485094303832,0.162781906917977,0.15391260221104508,0.2614581454935436,-0.27522079392869325
-0.13910358937206624,0.813614988070835,0.8615911894956574,0.9927873009678391,0.07185718505117134,0.9519553034534596
0.2870476593087561,-0.8934785747475609,0.3190521395010242,-0.10641788106065576,-0.6841443335703625,-0.7120885860470918
-0.8638638638638638,0.8078078078078077,-0.8458458458458459,0.6036036036036037,-0.8798798798798799,0.9439439439439439
-0.9459459459459459,-0.955955955955956,-0.8478478478478478,0.8178178178178179,-0.8238238238238238,-0.7257257257257257
-0.9079079079079079,-0.9119119119119119,0.6836836836836837,0.03703703703703698,0.8898898898898899,0.6176176176176176
-0.9159159159159159,-0.8738738738738738,-0.41741741741741745,-0.7537537537537538,-0.40140140140140135,0.15915915915915924
-0.9079079079079079,0.0930930930930931,0.45945945945945943,-0.7477477477477478,-0.8618618618618619,-0.7417417417417418
-0.6096096096096096,0.3153153153153154,-0.7217217217217218,-0.9259259259259259,-0.7297297297297297,0.9839839839839839
-0.975975975975976,-0.7157157157157157,-0.5215215215215215,0.6036036036036037,0.8658658658658658,-0.5755755755755756
-0.9419419419419419,0.08708708708708701,0.6356356356356356,0.9019019019019019,-0.9279279279279279,-0.5235235235235236
-0.9619619619619619,-0.9819819819819819,-0.41141141141141147,-0.9059059059059059,0.9339339339339339,-0.9319319319319319
-0.97997997997998,0.8998998998998999,-0.9219219219219219,0.07307307307307309,-0.5815815815815816,-0.4494494494494494
-0.8898898898898899,-0.5215215215215215,0.8958958958958958,-0.10510510510510507,-0.8838838838838838,0.8198198198198199
-0.7657657657657657,-0.7297297297297297,-0.6876876876876876,-0.5595595595595595,0.7637637637637638,0.9839839839839839
-0.8898898898898899,0.25125125125125125,0.8278278278278279,-0.8798798798798799,0.5355355355355356,-0.9259259259259259
-0.993993993993994,-0.9819819819819819,0.6256256256256256,-0.15315315315315314,-0.05905905905905906,-0.9019019019019019
-0.8718718718718719,-0.4714714714714715,-0.5735735735735736,0.6856856856856857,-0.22522522522522526,0.95995995995996
0.7006894384759248,-0.8508559101876128,0.06551211447148808,0.8958842927425741,0.24016490128638399,0.3782925355277891
-0.12676523700321196,0.3379063503524009,-0.9004169942449058,-0.6883911044597315,0.8210855276038489,-0.4419469104734672
0.4880252409962396,0.20011327217698005,-0.18780144199947515,0.7406451675932724,0.6730581692014368,0.07188812029529812
-0.8205594305637218,0.6493551337878005,0.1885183420390959,-0.9689175296000692,0.3436602069798951,0.4835797545149108
-0.4155973614007009,0.5391485094303832,0.162781906917977,0.15391260221104508,0.2614581454935436,-0.27522079392869325
-0.13910358937206624,0.813614988070835,0.8615911894956574,0.9927873009678391,0.07185718505117134,0.9519553034534596
0.2870476593087561,-0.8934785747475609,0.3190521395010242,-0.10641788106065576,-0.6841443335703625,-0.7120885860470918
-0.8638638638638638,0.8078078078078077,-0.8458458458458459,0.6036036036036037,-0.8798798798798799,0.9439439439439439
-0.9459459459459459,-0.955955955955956,-0.8478478478478478,0.8178178178178179,-0.8238238238238238,-0.7257257257257257
-0.9079079079079079,-0.9119119119119119,0.6836836836836837,0.03703703703703698,0.8898898898898899,0.6176176176176176
-0.9159159159159159,-0.8738738738738738,-0.41741741741741745,-0.7537537537537538,-0.40140140140140135,0.15915915915915924
-0.9079079079079079,0.0930930930930931,0.45945945945945943,-0.7477477477477478,-0.8618618618618619,-0.7417417417417418
-0.6096096096096096,0.3153153153153154,-0.7217217217217218,-0.9259259259259259,-0.7297297297297297,0.9839839839839839
-0.975975975975976,-0.7157157157157157,-0.5215215215215215,0.6036036036036037,0.8658658658658658,-0.5755755755755756
-0.9419419419419419,0.08708708708708701,0.6356356356356356,0.9019019019019019,-0.9279279279279279,-0.5235235235235236
-0.9619619619619619,-0.9819819819819819,-0.41141141141141147,-0.9059059059059059,0.9339339339339339,-0.9319319319319319
-0.97997997997998,0.8998998998998999,-0.9219219219219219,0.07307307307307309,-0.5815815815815816,-0.4494494494494494
-0.8898898898898899,-0.5215215215215215,0.8958958958958958,-0.10510510510510507,-0.8838838838838838,0.8198198198198199
-0.7657657657657657,-0.7297297297297297,-0.6876876876876876,-0.5595595595595595,0.7637637637637638,0.9839839839839839
-0.8898898898898899,0.25125125125125125,0.8278278278278279,-0.8798798798798799,0.5355355355355356,-0.9259259259259259
-0.993993993993994,-0.9819819819819819,0.6256256256256256,-0.15315315315315314,-0.05905905905905906,-0.9019019019019019
-0.8718718718718719,-0.4714714714714715,-0.5735735735735736,0.6856856856856857,-0.22522522522522526,0.95995995995996
