y,cost
-82.00478073125402,206.43217718761207
-64.55956235672743,271.5182977423277
-26.287213532733933,52.996620790441845
-53.476443059503104,200.2806101687627
-118.67893456326854,193.23450058391353
-73.62704796236501,285.1227366533237
-55.79807243634295,239.3656195362066
-83.6123398865231,122.26676067734775
-88.63054048133668,122.3847708541838
-60.06495540689433,161.6277216383087
-49.22945353965744,240.84165557224264
-82.00478073125402,206.43217718761207
-64.55956235672743,271.5182977423277
-26.287213532733933,52.996620790441845
-53.476443059503104,200.2806101687627
-118.67893456326854,193.23450058391353
-73.62704796236501,285.1227366533237
-55.79807243634295,239.3656195362066
-83.6123398865231,122.26676067734775
-88.63054048133668,122.3847708541838
-60.06495540689433,161.6277216383087
-49.22945353965744,240.84165557224264
