x1,x2,x3
-3.291807745141534,0.05050271627547165,-2.1075771664359
4.1315443075304685,-1.67915172047504,-0.2052000657619848
-0.7347282531845964,3.9112461599237145,0.4213715147972925
2.023089441333016,4.336415381771334,-2.403590489466668
-4.627987987987988,-4.802242242242242,-4.945745745745746
-5.007247247247247,-5.007247247247247,3.5824624624624635
-4.228228228228229,5.0892492492492485,-4.914994994994995
3.9514714714714723,-4.720240240240241,-4.935495495495496
0.21013013013013015,-2.3216816816816817,-4.966246246246246
-1.4811611611611615,-4.6177377377377375,-1.6041641641641644
-4.976496496496496,-3.5927127127127125,-0.4971371371371376
-3.291807745141534,0.05050271627547165,-2.1075771664359
4.1315443075304685,-1.67915172047504,-0.2052000657619848
-0.7347282531845964,3.9112461599237145,0.4213715147972925
2.023089441333016,4.336415381771334,-2.403590489466668
-4.627987987987988,-4.802242242242242,-4.945745745745746
-5.007247247247247,-5.007247247247247,3.5824624624624635
-4.228228228228229,5.0892492492492485,-4.914994994994995
3.9514714714714723,-4.720240240240241,-4.935495495495496
0.21013013013013015,-2.3216816816816817,-4.966246246246246
-1.4811611611611615,-4.6177377377377375,-1.6041641641641644
-4.976496496496496,-3.5927127127127125,-0.4971371371371376
