x1,x2,x3
-2.954447955818781,0.8964149569861322,-0.8313346453216495
4.34458968926987,-0.20506599739917508,-3.5579862682656
-4.6692591170333015,-3.7384158199431003,1.5207674396470896
3.5786748176796896,-3.646976776907216,-0.5445880070683167
-5.037997997997998,-4.146226226226227,-4.873993993993994
-0.08712712712712722,-4.545985985985986,-5.058498498498499
-4.7407407407407405,4.207727727727728,-4.914994994994995
-1.6041641641641644,0.03587587587587571,-4.863743743743743
-0.6303903903903905,-5.10974974974975,0.6508908908908904
-2.954447955818781,0.8964149569861322,-0.8313346453216495
4.34458968926987,-0.20506599739917508,-3.5579862682656
-4.6692591170333015,-3.7384158199431003,1.5207674396470896
3.5786748176796896,-3.646976776907216,-0.5445880070683167
-5.037997997997998,-4.146226226226227,-4.873993993993994
-0.08712712712712722,-4.545985985985986,-5.058498498498499
-4.7407407407407405,4.207727727727728,-4.914994994994995
-1.6041641641641644,0.03587587587587571,-4.863743743743743
-0.6303903903903905,-5.10974974974975,0.6508908908908904
