x1,x2,x3
2.0332760957692133,0.02724730927630592,-4.032266144326068
-3.651517906211666,-2.3863393585650226,4.769086997156083
-3.1298696448440295,2.3248858368518714,4.492311747483259
0.7062474980158644,-2.8677091094241716,0.8987856476676033
-4.668988988988989,-4.976496496496496,-4.945745745745746
4.72024024024024,-4.586986986986987,-3.387707707707708
-4.289729729729729,3.9002202202202207,-4.996996996996997
-4.29997997997998,-4.033473473473474,-0.01537537537537581
-0.5278878878878883,-4.966246246246246,-2.905945945945946
-4.545985985985986,-0.5381381381381383,-4.525485485485485
2.0332760957692133,0.02724730927630592,-4.032266144326068
-3.651517906211666,-2.3863393585650226,4.769086997156083
-3.1298696448440295,2.3248858368518714,4.492311747483259
0.7062474980158644,-2.8677091094241716,0.8987856476676033
-4.668988988988989,-4.976496496496496,-4.945745745745746
4.72024024024024,-4.586986986986987,-3.387707707707708
-4.289729729729729,3.9002202202202207,-4.996996996996997
-4.29997997997998,-4.033473473473474,-0.01537537537537581
-0.5278878878878883,-4.966246246246246,-2.905945945945946
-4.545985985985986,-0.5381381381381383,-4.525485485485485
