x1,x2,x3
0.6088575142279193,0.775113020485242,0.917951277190225
0.9631189909206717,0.006440319322344457,0.17495441068796158
0.3947972723080043,0.035046677388750114,0.2273985098772947
0.3787725622092082,0.8418269294335466,0.9404910970880436
0.04668911499056161,0.4742217160619808,0.8347085533129085
0.33442845900375795,0.11195177559419567,0.7745988056499363
0.008908133095370863,0.37183907188886334,0.668250063139287
0.280139595103837,0.48612606364780475,0.8685671737361965
0.46557207524031496,0.293564904216967,0.727786726406479
0.2061370822946046,0.9326349578573508,0.6780534821378063
0.6621217079939988,0.3304064425842064,0.7509004741584244
0.017313788212594217,0.4807765709704439,0.11278145190597244
0.4053950839941378,0.16091709991768544,0.21004451390902257
0.9178253971168795,0.9674447444534723,0.6256243355092487
0.03444072149019817,0.5603725421318984,0.8597323834499726
0.2831890284763211,0.6932744044648756,0.7661315485405765
0.7534440475548722,0.15587856606759276,0.9742107086094605
0.6940628463043764,0.6892804657756385,0.6350612933985388
0.36675762680434065,0.1095787821540043,0.23256037346590197
0.8282426535525859,0.6575831086566551,0.7262122689664732
0.736795643139956,0.8503979824570594,0.2003340718470149
0.332300701909477,0.657963969954544,0.3822526131496231
0.8061391948404995,0.9809697672386737,0.3827525236653523
0.0465086216127959,0.7963125442875533,0.5329919710027279
0.6264722570839769,0.9531218535228245,0.35631553097611124
0.9589453226618694,0.35634671595409706,0.7682394778774311
0.8807142444635443,0.19967365243757718,0.43289240821810415
0.8999357334909146,0.7123020451262897,0.7801264961974427
0.574436353713662,0.4097215469534884,0.33261172575620934
0.9082137774416092,0.10101981992704034,0.9487291443594636
