x1,x2,x3,x4,x5,x6
3.3856448767316634,151.63617005824625,62.137626226307724,58.51054877344039,4.795185283053672,1.6266474116291716
3.9995066886162327,83.94190552928168,112.66613614705072,99.73267423409193,2.287331060120872,6.969122681870833
2.3627530185579215,89.8691287306871,108.63512477300011,80.40691187268358,6.940207122713333,1.3189926793353064
1.7285667422768196,178.00172836084133,68.33260968117924,48.7027749146522,7.177800056057299,0.46456453261295744
2.0975162170555377,85.77506387446152,14.538581236528787,76.09606200710051,8.401562776135517,7.108154127488203
3.8755961726985326,100.12883229012544,164.18120401557388,39.84519531957143,3.773248678535239,2.3390544722789195
3.1359871026842416,133.4912596087771,100.79357787949321,28.14834818293356,6.425928380846085,3.144847119408407
3.734248670797308,190.6733805613915,77.64617828240358,64.6767275323001,6.55631437352733,1.362270374765257
1.2865291610593514,84.38106403463829,198.18292626776994,13.644449151796326,1.0005806704637963,2.583011714933034
3.0748248411164276,54.89121805223807,128.97355805519032,12.652277435882345,1.622338369296585,0.0692507664642024
2.2675231148833617,141.74210225521324,109.83610384794866,77.73634290538249,5.4603608192296145,2.3033830510616773
2.176236592280907,58.23993003549091,33.81235675021119,58.686379223879165,9.621202506000715,4.80525044721044
