y,cost
-21.655286466737557,259.83712792983243
-20.908649151418487,111.13840159420799
-20.69506100550932,122.8118407804548
-19.787973345127394,134.17304191503297
-20.823034553413155,122.15412926544487
-18.70495786839593,144.35273029097897
-21.703818261638034,178.08073331043045
-21.363091970242653,277.348744167047
-21.288397787268035,315.4632746975775
-22.09119090049456,173.48862119831836
-21.403428700483275,209.76630688400402
-21.643293119058313,264.95004146434434
-21.655286466737557,259.83712792983243
-20.908649151418487,111.13840159420799
-20.69506100550932,122.8118407804548
-19.787973345127394,134.17304191503297
-20.823034553413155,122.15412926544487
-18.70495786839593,144.35273029097897
-21.703818261638034,178.08073331043045
-21.363091970242653,277.348744167047
-21.288397787268035,315.4632746975775
-22.09119090049456,173.48862119831836
-21.403428700483275,209.76630688400402
-21.643293119058313,264.95004146434434
