x1,x2,x3,x4,x5
16.72335049248764,29.69568557858613,10.311225278133444,-2.099090317329676,23.69933363363533
-30.09056636864554,8.527830335178388,-17.583971965742492,11.610677533912124,-7.838199410403345
-8.808074069487636,14.636694324087223,-22.711224386315216,11.756901664732835,-9.338495285649609
21.516385391513428,-3.6899212746170034,-13.946379284407726,-9.066228073911166,-14.354198078603748
5.037662860856592,-2.814953993741991,-7.7007309701509365,-10.349008468272164,32.674283105132275
4.196323939800301,-30.677998889830853,30.014696763148443,21.391759088914906,-25.584438939696213
-23.32136936936937,-30.931155155155157,-29.225513513513512,-31.324764764764765,-23.977385385385386
-26.667051051051054,-31.193561561561562,29.159911911911912,-27.84787987987988,-20.631703703703707
26.47024624624624,-31.12795995995996,-32.768,27.913481481481483,-7.380180180180183
-32.04638238238238,24.370994994994994,-28.7007007007007,-32.11198398398398,-16.433201201201204
-32.17758558558559,-30.471943943943945,-26.92945745745746,-5.543335335335335,30.734350350350354
23.058962962962966,20.828508508508506,28.438294294294295,-23.649377377377377,-30.73435035035035
16.72335049248764,29.69568557858613,10.311225278133444,-2.099090317329676,23.69933363363533
-30.09056636864554,8.527830335178388,-17.583971965742492,11.610677533912124,-7.838199410403345
-8.808074069487636,14.636694324087223,-22.711224386315216,11.756901664732835,-9.338495285649609
21.516385391513428,-3.6899212746170034,-13.946379284407726,-9.066228073911166,-14.354198078603748
5.037662860856592,-2.814953993741991,-7.7007309701509365,-10.349008468272164,32.674283105132275
4.196323939800301,-30.677998889830853,30.014696763148443,21.391759088914906,-25.584438939696213
-23.32136936936937,-30.931155155155157,-29.225513513513512,-31.324764764764765,-23.977385385385386
-26.667051051051054,-31.193561561561562,29.159911911911912,-27.84787987987988,-20.631703703703707
26.47024624624624,-31.12795995995996,-32.768,27.913481481481483,-7.380180180180183
-32.04638238238238,24.370994994994994,-28.7007007007007,-32.11198398398398,-16.433201201201204
-32.17758558558559,-30.471943943943945,-26.92945745745746,-5.543335335335335,30.734350350350354
23.058962962962966,20.828508508508506,28.438294294294295,-23.649377377377377,-30.73435035035035
