y,cost
-20.843347387205068,254.11552615609253
-21.462274546053358,80.05130275571149
-20.14590323987205,110.00609202998449
-20.679117125183925,230.8629803156041
-21.517117079685775,278.0505313928033
-19.09679916467579,89.76960376681923
-21.149145427954096,189.15235078958955
-22.071704701466473,263.5445670058058
-21.55254216151867,253.90113157037038
-21.784229910706678,245.1534109721722
-21.85844205443756,267.6547603215215
-21.73180936499354,237.8060315927928
-20.843347387205068,254.11552615609253
-21.462274546053358,80.05130275571149
-20.14590323987205,110.00609202998449
-20.679117125183925,230.8629803156041
-21.517117079685775,278.0505313928033
-19.09679916467579,89.76960376681923
-21.149145427954096,189.15235078958955
-22.071704701466473,263.5445670058058
-21.55254216151867,253.90113157037038
-21.784229910706678,245.1534109721722
-21.85844205443756,267.6547603215215
-21.73180936499354,237.8060315927928
