y,cost
-21.58884962530818,212.1003171067266
-21.73836254607824,264.8005540723935
-20.036807208559875,108.27475876556142
-21.377348220696163,295.30748218884906
-21.284399109348254,287.48831801017917
-21.634396711093288,256.0138956310931
-22.159662264547475,110.40302563492493
-21.17594984984682,193.48675214285285
-21.756109714992625,277.5559065158058
-21.55722652737671,179.71041580651652
-21.63301541291503,245.411121731021
-22.07098680552082,170.06698037108112
-21.58161810711485,181.5472606513614
-21.58884962530818,212.1003171067266
-21.73836254607824,264.8005540723935
-20.036807208559875,108.27475876556142
-21.377348220696163,295.30748218884906
-21.284399109348254,287.48831801017917
-21.634396711093288,256.0138956310931
-22.159662264547475,110.40302563492493
-21.17594984984682,193.48675214285285
-21.756109714992625,277.5559065158058
-21.55722652737671,179.71041580651652
-21.63301541291503,245.411121731021
-22.07098680552082,170.06698037108112
-21.58161810711485,181.5472606513614
